,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,ID
6948,RM,https://cdn.sofifa.net/players/264/157/22_60.png,,https://cdn.sofifa.net/flags/hn.png,60,70,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,€550K,€1K,1554,264157
6949,RM,https://cdn.sofifa.net/players/264/159/22_60.png,,https://cdn.sofifa.net/flags/es.png,63,75,CA Osasuna,https://cdn.sofifa.net/teams/479/30.png,€1.1M,€2K,1559,264159
6950,CM,https://cdn.sofifa.net/players/264/160/22_60.png,,https://cdn.sofifa.net/flags/es.png,61,69,CA Osasuna,https://cdn.sofifa.net/teams/479/30.png,€725K,€4K,1620,264160
6951,GK,https://cdn.sofifa.net/players/264/161/22_60.png,,https://cdn.sofifa.net/flags/es.png,62,71,CA Osasuna,https://cdn.sofifa.net/teams/479/30.png,€750K,€2K,889,264161
6952,LB,https://cdn.sofifa.net/players/264/163/22_60.png,,https://cdn.sofifa.net/flags/es.png,60,71,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€525K,€2K,1489,264163
6953,RB,https://cdn.sofifa.net/players/264/164/22_60.png,,https://cdn.sofifa.net/flags/es.png,59,73,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€500K,€2K,1434,264164
6954,CM,https://cdn.sofifa.net/players/264/165/22_60.png,,https://cdn.sofifa.net/flags/nl.png,60,74,SC Heerenveen,https://cdn.sofifa.net/teams/1913/30.png,€575K,€900,1627,264165
6955,ST,https://cdn.sofifa.net/players/264/166/22_60.png,,https://cdn.sofifa.net/flags/es.png,61,79,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€825K,€800,1446,264166
6956,CAM,https://cdn.sofifa.net/players/264/168/22_60.png,,https://cdn.sofifa.net/flags/de.png,54,72,SG Dynamo Dresden,https://cdn.sofifa.net/teams/503/30.png,€275K,€500,1388,264168
6957,CM,https://cdn.sofifa.net/players/264/169/22_60.png,,https://cdn.sofifa.net/flags/es.png,60,76,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€625K,€1K,1528,264169
6958,GK,https://cdn.sofifa.net/players/264/170/22_60.png,,https://cdn.sofifa.net/flags/es.png,63,76,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€1M,€11K,888,264170
6959,RW,https://cdn.sofifa.net/players/264/174/22_60.png,,https://cdn.sofifa.net/flags/es.png,59,72,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€525K,€850,1521,264174
6960,CB,https://cdn.sofifa.net/players/263/962/22_60.png,,https://cdn.sofifa.net/flags/pl.png,57,67,Górnik Zabrze,https://cdn.sofifa.net/teams/420/30.png,€325K,€500,1247,263962
6961,RB,https://cdn.sofifa.net/players/263/963/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,57,67,Southampton,https://cdn.sofifa.net/teams/17/30.png,€325K,€4K,1400,263963
6962,LM,https://cdn.sofifa.net/players/263/965/22_60.png,,https://cdn.sofifa.net/flags/mx.png,60,67,Club Deportivo Guadalajara,https://cdn.sofifa.net/teams/1880/30.png,€500K,€6K,1638,263965
6963,GK,https://cdn.sofifa.net/players/263/967/22_60.png,,https://cdn.sofifa.net/flags/dk.png,54,67,Swansea City,https://cdn.sofifa.net/teams/1960/30.png,€220K,€1K,861,263967
6964,CB,https://cdn.sofifa.net/players/263/968/22_60.png,,https://cdn.sofifa.net/flags/ch.png,56,78,FC Lausanne-Sport,https://cdn.sofifa.net/teams/1862/30.png,€425K,€650,1249,263968
6965,ST,https://cdn.sofifa.net/players/263/969/22_60.png,,https://cdn.sofifa.net/flags/ng.png,57,69,Grasshopper Club Zürich,https://cdn.sofifa.net/teams/322/30.png,€400K,€2K,1429,263969
6966,LM,https://cdn.sofifa.net/players/263/970/22_60.png,,https://cdn.sofifa.net/flags/de.png,58,70,Grasshopper Club Zürich,https://cdn.sofifa.net/teams/322/30.png,€475K,€500,1440,263970
6967,CM,https://cdn.sofifa.net/players/263/972/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,52,65,Salford City,https://cdn.sofifa.net/teams/113926/30.png,€190K,€2K,1502,263972
6968,ST,https://cdn.sofifa.net/players/263/973/22_60.png,,https://cdn.sofifa.net/flags/pt.png,61,71,Belenenses SAD,https://cdn.sofifa.net/teams/1889/30.png,€675K,€500,1448,263973
6969,CAM,https://cdn.sofifa.net/players/263/977/22_60.png,,https://cdn.sofifa.net/flags/sa.png,52,66,Al Taawoun,https://cdn.sofifa.net/teams/112393/30.png,€190K,€3K,1439,263977
6970,CAM,https://cdn.sofifa.net/players/263/982/22_60.png,,https://cdn.sofifa.net/flags/au.png,53,66,Brisbane Roar,https://cdn.sofifa.net/teams/111395/30.png,€220K,€550,1427,263982
6971,CB,https://cdn.sofifa.net/players/263/983/22_60.png,,https://cdn.sofifa.net/flags/be.png,57,68,SV Zulte Waregem,https://cdn.sofifa.net/teams/15005/30.png,€325K,€1K,1267,263983
6972,ST,https://cdn.sofifa.net/players/263/984/22_60.png,,https://cdn.sofifa.net/flags/be.png,56,70,KV Oostende,https://cdn.sofifa.net/teams/682/30.png,€350K,€1K,1370,263984
6973,CM,https://cdn.sofifa.net/players/263/985/22_60.png,,https://cdn.sofifa.net/flags/ch.png,53,74,FC Luzern,https://cdn.sofifa.net/teams/897/30.png,€300K,€500,1455,263985
6974,GK,https://cdn.sofifa.net/players/263/986/22_60.png,,https://cdn.sofifa.net/flags/us.png,53,59,Austin FC,https://cdn.sofifa.net/teams/114161/30.png,€120K,€800,874,263986
6975,LM,https://cdn.sofifa.net/players/263/987/22_60.png,,https://cdn.sofifa.net/flags/fr.png,60,70,USL Dunkerque,https://cdn.sofifa.net/teams/111276/30.png,€550K,€850,1453,263987
6976,CB,https://cdn.sofifa.net/players/263/988/22_60.png,,https://cdn.sofifa.net/flags/ng.png,61,71,BK Häcken,https://cdn.sofifa.net/teams/711/30.png,€700K,€750,1428,263988
6977,RM,https://cdn.sofifa.net/players/263/990/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,51,65,Sunderland,https://cdn.sofifa.net/teams/106/30.png,€140K,€700,1326,263990
6978,ST,https://cdn.sofifa.net/players/263/991/22_60.png,,https://cdn.sofifa.net/flags/br.png,65,71,SC East Bengal FC,https://cdn.sofifa.net/teams/111629/30.png,€1.1M,€3K,1558,263991
6979,CM,https://cdn.sofifa.net/players/263/994/22_60.png,,https://cdn.sofifa.net/flags/se.png,52,67,IFK Göteborg,https://cdn.sofifa.net/teams/319/30.png,€180K,€500,1468,263994
6980,CM,https://cdn.sofifa.net/players/263/995/22_60.png,,https://cdn.sofifa.net/flags/us.png,57,64,Los Angeles FC,https://cdn.sofifa.net/teams/112996/30.png,€325K,€1K,1524,263995
6981,CM,https://cdn.sofifa.net/players/263/996/22_60.png,,https://cdn.sofifa.net/flags/se.png,58,67,Mjøndalen IF,https://cdn.sofifa.net/teams/112420/30.png,€450K,€600,1582,263996
6982,RM,https://cdn.sofifa.net/players/263/998/22_60.png,,https://cdn.sofifa.net/flags/sa.png,53,67,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€220K,€2K,1349,263998
6983,CDM,https://cdn.sofifa.net/players/263/999/22_60.png,,https://cdn.sofifa.net/flags/us.png,50,70,Chicago Fire Football Club,https://cdn.sofifa.net/teams/693/30.png,€120K,€500,1336,263999
6984,CB,https://cdn.sofifa.net/players/264/000/22_60.png,,https://cdn.sofifa.net/flags/tr.png,58,68,Aytemiz Alanyaspor,https://cdn.sofifa.net/teams/113142/30.png,€425K,€2K,1331,264000
6985,CB,https://cdn.sofifa.net/players/264/002/22_60.png,,https://cdn.sofifa.net/flags/br.png,58,69,New York Red Bulls,https://cdn.sofifa.net/teams/689/30.png,€400K,€500,1317,264002
6986,CB,https://cdn.sofifa.net/players/264/003/22_60.png,,https://cdn.sofifa.net/flags/tt.png,55,64,D.C. United,https://cdn.sofifa.net/teams/688/30.png,€250K,€1K,1211,264003
6987,LM,https://cdn.sofifa.net/players/264/005/22_60.png,,https://cdn.sofifa.net/flags/pl.png,54,69,Jagiellonia Białystok,https://cdn.sofifa.net/teams/110745/30.png,€250K,€500,1363,264005
6988,CB,https://cdn.sofifa.net/players/264/006/22_60.png,,https://cdn.sofifa.net/flags/es.png,61,66,Burgos CF,https://cdn.sofifa.net/teams/10846/30.png,€425K,€1K,1438,264006
6989,CDM,https://cdn.sofifa.net/players/264/007/22_60.png,,https://cdn.sofifa.net/flags/no.png,59,68,FK Haugesund,https://cdn.sofifa.net/teams/1463/30.png,€475K,€550,1555,264007
6990,LWB,https://cdn.sofifa.net/players/264/009/22_60.png,,https://cdn.sofifa.net/flags/il.png,57,64,IFK Norrköping,https://cdn.sofifa.net/teams/702/30.png,€300K,€1K,1410,264009
6991,LB,https://cdn.sofifa.net/players/264/013/22_60.png,,https://cdn.sofifa.net/flags/sa.png,59,59,Al Hazem,https://cdn.sofifa.net/teams/113222/30.png,€200K,€3K,1510,264013
6992,CB,https://cdn.sofifa.net/players/264/016/22_60.png,,https://cdn.sofifa.net/flags/ie.png,52,55,Drogheda United,https://cdn.sofifa.net/teams/1572/30.png,€100K,€500,1330,264016
6993,RW,https://cdn.sofifa.net/players/264/018/22_60.png,,https://cdn.sofifa.net/flags/cn.png,49,65,Guangzhou City,https://cdn.sofifa.net/teams/112429/30.png,€120K,€500,1255,264018
6994,CF,https://cdn.sofifa.net/players/264/019/22_60.png,,https://cdn.sofifa.net/flags/cn.png,48,61,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,€110K,€1K,1245,264019
6995,GK,https://cdn.sofifa.net/players/264/020/22_60.png,,https://cdn.sofifa.net/flags/cn.png,50,57,Henan Songshan Longmen FC,https://cdn.sofifa.net/teams/111779/30.png,€80K,€950,815,264020
6996,ST,https://cdn.sofifa.net/players/264/021/22_60.png,,https://cdn.sofifa.net/flags/cn.png,48,68,Henan Songshan Longmen FC,https://cdn.sofifa.net/teams/111779/30.png,€130K,€500,1203,264021
6997,RM,https://cdn.sofifa.net/players/264/023/22_60.png,,https://cdn.sofifa.net/flags/au.png,51,60,Newcastle Jets,https://cdn.sofifa.net/teams/111398/30.png,€130K,€500,1371,264023
6998,CM,https://cdn.sofifa.net/players/264/024/22_60.png,,https://cdn.sofifa.net/flags/cn.png,48,53,Shandong Taishan,https://cdn.sofifa.net/teams/111724/30.png,€70K,€2K,1325,264024
6999,CM,https://cdn.sofifa.net/players/264/027/22_60.png,,https://cdn.sofifa.net/flags/fr.png,61,75,Montpellier Hérault SC,https://cdn.sofifa.net/teams/70/30.png,€775K,€2K,1644,264027
7000,CB,https://cdn.sofifa.net/players/264/028/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,50,73,Portsmouth,https://cdn.sofifa.net/teams/1790/30.png,€140K,€500,1204,264028
7001,LB,https://cdn.sofifa.net/players/264/029/22_60.png,,https://cdn.sofifa.net/flags/cn.png,52,58,Shanghai Shenhua FC,https://cdn.sofifa.net/teams/110955/30.png,€120K,€2K,1295,264029
7002,CM,https://cdn.sofifa.net/players/264/031/22_60.png,,https://cdn.sofifa.net/flags/ar.png,60,69,Burgos CF,https://cdn.sofifa.net/teams/10846/30.png,€550K,€1K,1595,264031
7003,CB,https://cdn.sofifa.net/players/264/032/22_60.png,,https://cdn.sofifa.net/flags/gw.png,57,66,AS Nancy Lorraine,https://cdn.sofifa.net/teams/1823/30.png,€325K,€900,1262,264032
7004,CDM,https://cdn.sofifa.net/players/264/033/22_60.png,,https://cdn.sofifa.net/flags/fr.png,59,68,Stade Brestois 29,https://cdn.sofifa.net/teams/378/30.png,€475K,€2K,1421,264033
7005,CDM,https://cdn.sofifa.net/players/264/036/22_60.png,,https://cdn.sofifa.net/flags/sa.png,54,65,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€230K,€2K,1427,264036
7006,ST,https://cdn.sofifa.net/players/264/040/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,66,Plymouth Argyle,https://cdn.sofifa.net/teams/1929/30.png,€250K,€950,1441,264040
7007,RWB,https://cdn.sofifa.net/players/264/041/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,53,65,Swindon Town,https://cdn.sofifa.net/teams/1934/30.png,€200K,€500,1469,264041
7008,CM,https://cdn.sofifa.net/players/264/042/22_60.png,,https://cdn.sofifa.net/flags/dk.png,52,67,Vejle Boldklub,https://cdn.sofifa.net/teams/822/30.png,€190K,€1K,1432,264042
7009,RB,https://cdn.sofifa.net/players/264/043/22_60.png,,https://cdn.sofifa.net/flags/dk.png,52,66,Vejle Boldklub,https://cdn.sofifa.net/teams/822/30.png,€180K,€850,1297,264043
7010,GK,https://cdn.sofifa.net/players/264/046/22_60.png,,https://cdn.sofifa.net/flags/it.png,53,69,Empoli,https://cdn.sofifa.net/teams/1746/30.png,€210K,€500,974,264046
7011,GK,https://cdn.sofifa.net/players/264/048/22_60.png,,https://cdn.sofifa.net/flags/co.png,62,69,Deportivo Pasto,https://cdn.sofifa.net/teams/111723/30.png,€675K,€500,979,264048
7012,CM,https://cdn.sofifa.net/players/264/049/22_60.png,,https://cdn.sofifa.net/flags/co.png,58,75,Club Independiente Santa Fe,https://cdn.sofifa.net/teams/101104/30.png,€525K,€500,1613,264049
7013,RB,https://cdn.sofifa.net/players/264/050/22_60.png,,https://cdn.sofifa.net/flags/cm.png,63,75,AS Saint-Étienne,https://cdn.sofifa.net/teams/1819/30.png,€1.1M,€3K,1594,264050
7014,ST,https://cdn.sofifa.net/players/264/051/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,59,76,Reading,https://cdn.sofifa.net/teams/1793/30.png,€575K,€950,1429,264051
7015,CDM,https://cdn.sofifa.net/players/264/052/22_60.png,,https://cdn.sofifa.net/flags/gb-wls.png,53,73,Reading,https://cdn.sofifa.net/teams/1793/30.png,€240K,€500,1546,264052
7016,CDM,https://cdn.sofifa.net/players/264/053/22_60.png,,https://cdn.sofifa.net/flags/be.png,53,72,Reading,https://cdn.sofifa.net/teams/1793/30.png,€220K,€500,1354,264053
7017,RB,https://cdn.sofifa.net/players/264/054/22_60.png,,https://cdn.sofifa.net/flags/ar.png,59,59,Club Atlético Sarmiento,https://cdn.sofifa.net/teams/112713/30.png,€200K,€2K,1438,264054
7018,ST,https://cdn.sofifa.net/players/264/055/22_60.png,,https://cdn.sofifa.net/flags/cn.png,50,60,Shenzhen FC,https://cdn.sofifa.net/teams/111773/30.png,€100K,€1K,1194,264055
7019,ST,https://cdn.sofifa.net/players/264/056/22_60.png,,https://cdn.sofifa.net/flags/cn.png,48,58,Wuhan FC,https://cdn.sofifa.net/teams/112541/30.png,€100K,€1K,1203,264056
7020,RB,https://cdn.sofifa.net/players/263/845/22_60.png,,https://cdn.sofifa.net/flags/kr.png,57,59,Pohang Steelers,https://cdn.sofifa.net/teams/1474/30.png,€200K,€1K,1453,263845
7021,CM,https://cdn.sofifa.net/players/263/846/22_60.png,,https://cdn.sofifa.net/flags/cn.png,47,57,Dalian Professional Football Club,https://cdn.sofifa.net/teams/112378/30.png,€100K,€1K,1318,263846
7022,RM,https://cdn.sofifa.net/players/263/848/22_60.png,,https://cdn.sofifa.net/flags/ie.png,50,53,Waterford FC,https://cdn.sofifa.net/teams/753/30.png,€60K,€500,1375,263848
7023,RM,https://cdn.sofifa.net/players/263/849/22_60.png,,https://cdn.sofifa.net/flags/ro.png,54,72,AFC UTA Arad,https://cdn.sofifa.net/teams/110750/30.png,€275K,€550,1345,263849
7024,ST,https://cdn.sofifa.net/players/263/850/22_60.png,,https://cdn.sofifa.net/flags/ro.png,51,64,AFC UTA Arad,https://cdn.sofifa.net/teams/110750/30.png,€140K,€700,1212,263850
7025,GK,https://cdn.sofifa.net/players/263/851/22_60.png,,https://cdn.sofifa.net/flags/nz.png,64,79,Wellington Phoenix,https://cdn.sofifa.net/teams/111766/30.png,€1.2M,€500,1263,263851
7026,CB,https://cdn.sofifa.net/players/263/852/22_60.png,,https://cdn.sofifa.net/flags/tr.png,61,67,Yeni Malatyaspor,https://cdn.sofifa.net/teams/113259/30.png,€475K,€2K,1374,263852
7027,CAM,https://cdn.sofifa.net/players/263/853/22_60.png,,https://cdn.sofifa.net/flags/gb-sct.png,61,66,Hibernian,https://cdn.sofifa.net/teams/81/30.png,€500K,€1K,1758,263853
7028,RB,https://cdn.sofifa.net/players/263/854/22_60.png,,https://cdn.sofifa.net/flags/se.png,59,75,AIK,https://cdn.sofifa.net/teams/433/30.png,€550K,€500,1459,263854
7029,LWB,https://cdn.sofifa.net/players/263/856/22_60.png,,https://cdn.sofifa.net/flags/xk.png,56,70,Grasshopper Club Zürich,https://cdn.sofifa.net/teams/322/30.png,€325K,€1K,1421,263856
7030,CAM,https://cdn.sofifa.net/players/263/857/22_60.png,,https://cdn.sofifa.net/flags/pl.png,52,69,Górnik Łęczna,https://cdn.sofifa.net/teams/110565/30.png,€200K,€500,1457,263857
7031,CAM,https://cdn.sofifa.net/players/263/858/22_60.png,,https://cdn.sofifa.net/flags/be.png,55,71,Royale Union Saint-Gilloise,https://cdn.sofifa.net/teams/2014/30.png,€325K,€850,1482,263858
7032,RW,https://cdn.sofifa.net/players/263/861/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,54,74,Oxford United,https://cdn.sofifa.net/teams/1951/30.png,€300K,€500,1472,263861
7033,LB,https://cdn.sofifa.net/players/263/862/22_60.png,,https://cdn.sofifa.net/flags/ar.png,59,68,Atlético Tucumán,https://cdn.sofifa.net/teams/111708/30.png,€475K,€1K,1428,263862
7034,GK,https://cdn.sofifa.net/players/263/867/22_60.png,,https://cdn.sofifa.net/flags/sa.png,52,66,Al Ahli,https://cdn.sofifa.net/teams/112387/30.png,€170K,€2K,900,263867
7035,CB,https://cdn.sofifa.net/players/263/868/22_60.png,,https://cdn.sofifa.net/flags/es.png,59,69,CD Mirandés,https://cdn.sofifa.net/teams/110069/30.png,€450K,€1K,1350,263868
7036,CDM,https://cdn.sofifa.net/players/263/870/22_60.png,,https://cdn.sofifa.net/flags/de.png,56,64,Fortuna Düsseldorf,https://cdn.sofifa.net/teams/110636/30.png,€300K,€3K,1543,263870
7037,RM,https://cdn.sofifa.net/players/263/871/22_60.png,,https://cdn.sofifa.net/flags/jp.png,58,58,Oita Trinita,https://cdn.sofifa.net/teams/113183/30.png,€220K,€900,1553,263871
7038,GK,https://cdn.sofifa.net/players/263/872/22_60.png,,https://cdn.sofifa.net/flags/tr.png,59,69,Altay SK,https://cdn.sofifa.net/teams/101006/30.png,€425K,€750,840,263872
7039,GK,https://cdn.sofifa.net/players/263/873/22_60.png,,https://cdn.sofifa.net/flags/de.png,55,67,FC Viktoria 1889 Berlin,https://cdn.sofifa.net/teams/115820/30.png,€250K,€500,864,263873
7040,CB,https://cdn.sofifa.net/players/263/874/22_60.png,,https://cdn.sofifa.net/flags/de.png,56,68,FC Viktoria 1889 Berlin,https://cdn.sofifa.net/teams/115820/30.png,€300K,€500,1317,263874
7041,CM,https://cdn.sofifa.net/players/263/876/22_60.png,,https://cdn.sofifa.net/flags/cn.png,48,58,Hebei FC,https://cdn.sofifa.net/teams/112978/30.png,€100K,€1K,1376,263876
7042,GK,https://cdn.sofifa.net/players/263/877/22_60.png,,https://cdn.sofifa.net/flags/no.png,55,68,Vålerenga Fotball,https://cdn.sofifa.net/teams/920/30.png,€250K,€500,803,263877
7043,GK,https://cdn.sofifa.net/players/263/878/22_60.png,,https://cdn.sofifa.net/flags/de.png,57,71,Viktoria Köln,https://cdn.sofifa.net/teams/110645/30.png,€325K,€500,851,263878
7044,CM,https://cdn.sofifa.net/players/263/879/22_60.png,,https://cdn.sofifa.net/flags/pl.png,50,73,Jagiellonia Białystok,https://cdn.sofifa.net/teams/110745/30.png,€150K,€500,1409,263879
7045,CM,https://cdn.sofifa.net/players/263/882/22_60.png,,https://cdn.sofifa.net/flags/gm.png,60,74,SV Zulte Waregem,https://cdn.sofifa.net/teams/15005/30.png,€575K,€1K,1707,263882
7046,CB,https://cdn.sofifa.net/players/263/884/22_60.png,,https://cdn.sofifa.net/flags/sa.png,52,70,Ettifaq FC,https://cdn.sofifa.net/teams/112096/30.png,€190K,€1K,1292,263884
7047,ST,https://cdn.sofifa.net/players/263/885/22_60.png,,https://cdn.sofifa.net/flags/be.png,59,68,TSV Egger Glas Hartberg,https://cdn.sofifa.net/teams/2017/30.png,€500K,€1K,1432,263885
7048,CB,https://cdn.sofifa.net/players/263/886/22_60.png,,https://cdn.sofifa.net/flags/in.png,57,57,Chennaiyin FC,https://cdn.sofifa.net/teams/113297/30.png,€140K,€500,1404,263886
7049,GK,https://cdn.sofifa.net/players/263/887/22_60.png,,https://cdn.sofifa.net/flags/de.png,55,75,1. FC Köln,https://cdn.sofifa.net/teams/31/30.png,€300K,€500,881,263887
7050,LWB,https://cdn.sofifa.net/players/263/888/22_60.png,,https://cdn.sofifa.net/flags/it.png,57,70,Swindon Town,https://cdn.sofifa.net/teams/1934/30.png,€375K,€700,1557,263888
7051,GK,https://cdn.sofifa.net/players/263/889/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,58,68,Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/30.png,€375K,€850,920,263889
7052,CB,https://cdn.sofifa.net/players/263/890/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,56,65,Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/30.png,€300K,€1K,1263,263890
7053,ST,https://cdn.sofifa.net/players/263/891/22_60.png,,https://cdn.sofifa.net/flags/gi.png,59,65,Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/30.png,€375K,€1K,1560,263891
7054,CB,https://cdn.sofifa.net/players/263/892/22_60.png,,https://cdn.sofifa.net/flags/be.png,57,75,KV Oostende,https://cdn.sofifa.net/teams/682/30.png,€375K,€500,1452,263892
7055,CAM,https://cdn.sofifa.net/players/263/893/22_60.png,,https://cdn.sofifa.net/flags/dz.png,72,72,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€2.3M,€16K,1797,263893
7056,ST,https://cdn.sofifa.net/players/263/894/22_60.png,,https://cdn.sofifa.net/flags/sa.png,54,70,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€275K,€3K,1399,263894
7057,CDM,https://cdn.sofifa.net/players/263/895/22_60.png,,https://cdn.sofifa.net/flags/sa.png,55,68,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€300K,€2K,1422,263895
7058,LB,https://cdn.sofifa.net/players/263/897/22_60.png,,https://cdn.sofifa.net/flags/pt.png,67,75,Portimonense SC,https://cdn.sofifa.net/teams/10031/30.png,€2.2M,€2K,1626,263897
7059,CAM,https://cdn.sofifa.net/players/263/899/22_60.png,,https://cdn.sofifa.net/flags/au.png,51,69,Western United FC,https://cdn.sofifa.net/teams/114023/30.png,€150K,€500,1354,263899
7060,RM,https://cdn.sofifa.net/players/263/900/22_60.png,,https://cdn.sofifa.net/flags/sa.png,52,67,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€190K,€2K,1348,263900
7061,CB,https://cdn.sofifa.net/players/263/901/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,58,75,Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/30.png,€475K,€2K,1407,263901
7062,GK,https://cdn.sofifa.net/players/263/902/22_60.png,,https://cdn.sofifa.net/flags/sa.png,55,66,Al Tai,https://cdn.sofifa.net/teams/112572/30.png,€250K,€1K,994,263902
7063,LM,https://cdn.sofifa.net/players/263/903/22_60.png,,https://cdn.sofifa.net/flags/fr.png,62,66,Fortuna Sittard,https://cdn.sofifa.net/teams/634/30.png,€575K,€2K,1504,263903
7064,CDM,https://cdn.sofifa.net/players/263/904/22_60.png,,https://cdn.sofifa.net/flags/cv.png,58,67,AS Nancy Lorraine,https://cdn.sofifa.net/teams/1823/30.png,€425K,€900,1489,263904
7065,LWB,https://cdn.sofifa.net/players/263/906/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,56,71,West Bromwich Albion,https://cdn.sofifa.net/teams/109/30.png,€325K,€2K,1485,263906
7066,GK,https://cdn.sofifa.net/players/263/907/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,52,65,West Bromwich Albion,https://cdn.sofifa.net/teams/109/30.png,€170K,€3K,865,263907
7067,RB,https://cdn.sofifa.net/players/263/915/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,53,68,Derby County,https://cdn.sofifa.net/teams/91/30.png,€210K,€600,1319,263915
7068,CAM,https://cdn.sofifa.net/players/263/916/22_60.png,,https://cdn.sofifa.net/flags/de.png,55,70,Derby County,https://cdn.sofifa.net/teams/91/30.png,€300K,€800,1449,263916
7069,CB,https://cdn.sofifa.net/players/263/917/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,53,70,Derby County,https://cdn.sofifa.net/teams/91/30.png,€220K,€600,1243,263917
7070,ST,https://cdn.sofifa.net/players/263/919/22_60.png,,https://cdn.sofifa.net/flags/ua.png,62,70,Oud-Heverlee Leuven,https://cdn.sofifa.net/teams/100087/30.png,€875K,€3K,1426,263919
7071,GK,https://cdn.sofifa.net/players/263/920/22_60.png,,https://cdn.sofifa.net/flags/sn.png,60,68,Pau FC,https://cdn.sofifa.net/teams/110321/30.png,€450K,€500,875,263920
7072,LM,https://cdn.sofifa.net/players/263/921/22_60.png,,https://cdn.sofifa.net/flags/tr.png,60,66,Yeni Malatyaspor,https://cdn.sofifa.net/teams/113259/30.png,€375K,€1K,1484,263921
7073,GK,https://cdn.sofifa.net/players/263/922/22_60.png,,https://cdn.sofifa.net/flags/fr.png,56,68,Le Havre AC,https://cdn.sofifa.net/teams/1738/30.png,€300K,€500,801,263922
7074,CB,https://cdn.sofifa.net/players/263/923/22_60.png,,https://cdn.sofifa.net/flags/cl.png,63,77,Colo-Colo,https://cdn.sofifa.net/teams/110980/30.png,€1M,€500,1396,263923
7075,CDM,https://cdn.sofifa.net/players/263/927/22_60.png,,https://cdn.sofifa.net/flags/ci.png,62,65,Altay SK,https://cdn.sofifa.net/teams/101006/30.png,€475K,€3K,1641,263927
7076,LWB,https://cdn.sofifa.net/players/263/928/22_60.png,,https://cdn.sofifa.net/flags/br.png,60,63,FC Lugano,https://cdn.sofifa.net/teams/10032/30.png,€300K,€2K,1497,263928
7077,RM,https://cdn.sofifa.net/players/263/930/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,52,60,Tranmere Rovers,https://cdn.sofifa.net/teams/15048/30.png,€170K,€600,1380,263930
7078,LW,https://cdn.sofifa.net/players/263/931/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,59,72,Rochdale,https://cdn.sofifa.net/teams/1955/30.png,€550K,€3K,1518,263931
7079,LM,https://cdn.sofifa.net/players/263/933/22_60.png,,https://cdn.sofifa.net/flags/in.png,51,60,Odisha FC,https://cdn.sofifa.net/teams/113257/30.png,€130K,€500,1319,263933
7080,LW,https://cdn.sofifa.net/players/263/713/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,56,73,Luton Town,https://cdn.sofifa.net/teams/1923/30.png,€375K,€2K,1411,263713
7081,CAM,https://cdn.sofifa.net/players/263/714/22_60.png,,https://cdn.sofifa.net/flags/ie.png,54,74,Luton Town,https://cdn.sofifa.net/teams/1923/30.png,€300K,€500,1409,263714
7082,CAM,https://cdn.sofifa.net/players/263/715/22_60.png,,https://cdn.sofifa.net/flags/es.png,62,68,FC Cartagena,https://cdn.sofifa.net/teams/100851/30.png,€650K,€1K,1587,263715
7083,CM,https://cdn.sofifa.net/players/263/718/22_60.png,,https://cdn.sofifa.net/flags/ar.png,64,73,Club Atlético Sarmiento,https://cdn.sofifa.net/teams/112713/30.png,€1.3M,€3K,1679,263718
